1.000000e+00 1.149812e-06 9.282786e-03
1.100000e+00 1.196612e-06 1.010432e-02
1.200000e+00 1.149532e-06 1.076127e-02
1.300000e+00 1.148657e-06 1.148540e-02
1.400000e+00 1.148771e-06 1.220331e-02
1.500000e+00 1.149113e-06 1.291445e-02
1.600000e+00 1.149555e-06 1.361922e-02
1.700000e+00 1.150137e-06 1.431826e-02
1.800000e+00 1.150599e-06 1.501144e-02
1.900000e+00 1.151166e-06 1.569967e-02
2.000000e+00 1.151789e-06 1.638320e-02
2.100000e+00 1.152488e-06 1.706240e-02
2.200000e+00 1.153201e-06 1.773739e-02
2.300000e+00 1.153942e-06 1.840846e-02
2.400000e+00 1.157284e-06 1.908315e-02
2.500000e+00 1.156085e-06 1.974136e-02
2.600000e+00 1.183626e-06 2.048059e-02
2.700000e+00 1.157628e-06 2.105913e-02
2.800000e+00 1.158093e-06 2.171241e-02
2.900000e+00 1.158926e-06 2.236386e-02
3.000000e+00 1.159866e-06 2.301286e-02
3.100000e+00 1.160875e-06 2.365943e-02
3.200000e+00 1.161851e-06 2.430336e-02
3.300000e+00 1.163101e-06 2.494581e-02
3.400000e+00 1.163972e-06 2.558457e-02
3.500000e+00 1.165089e-06 2.622197e-02
3.600000e+00 1.166250e-06 2.685738e-02
3.700000e+00 1.167958e-06 2.749281e-02
3.800000e+00 1.168669e-06 2.812241e-02
3.900000e+00 1.169925e-06 2.875218e-02
4.000000e+00 1.171227e-06 2.938028e-02
4.100000e+00 1.172561e-06 3.000672e-02
4.200000e+00 1.173939e-06 3.063161e-02
4.300000e+00 1.175481e-06 3.125550e-02
4.400000e+00 1.176830e-06 3.187700e-02
4.500000e+00 1.178336e-06 3.249758e-02
4.600000e+00 1.180080e-06 3.311771e-02
4.700000e+00 1.181653e-06 3.373559e-02
4.800000e+00 1.183719e-06 3.435423e-02
4.900000e+00 1.187322e-06 3.497827e-02
5.000000e+00 1.226384e-06 3.575753e-02
5.100000e+00 1.196801e-06 3.623328e-02
5.200000e+00 1.191276e-06 3.681280e-02
5.300000e+00 1.192081e-06 3.741939e-02
5.400000e+00 1.193725e-06 3.802859e-02
5.500000e+00 1.196039e-06 3.863981e-02
5.600000e+00 1.207687e-06 3.929499e-02
5.700000e+00 1.278957e-06 4.024966e-02
5.800000e+00 1.202858e-06 4.046660e-02
5.900000e+00 1.209215e-06 4.109397e-02
6.000000e+00 1.205746e-06 4.167119e-02
6.100000e+00 1.207103e-06 4.227148e-02
6.200000e+00 1.209174e-06 4.287442e-02
6.300000e+00 1.211525e-06 4.347788e-02
6.400000e+00 1.216087e-06 4.409203e-02
6.500000e+00 1.229380e-06 4.475233e-02
6.600000e+00 1.218845e-06 4.528456e-02
6.700000e+00 1.220410e-06 4.588046e-02
6.800000e+00 1.222681e-06 4.647931e-02
6.900000e+00 1.225116e-06 4.707828e-02
7.000000e+00 1.227606e-06 4.767679e-02
7.100000e+00 1.230178e-06 4.827503e-02
7.200000e+00 1.232859e-06 4.887317e-02
7.300000e+00 1.235639e-06 4.947119e-02
7.400000e+00 1.238364e-06 5.006823e-02
7.500000e+00 1.241273e-06 5.066568e-02
7.600000e+00 1.244259e-06 5.126294e-02
7.700000e+00 1.247381e-06 5.186040e-02
7.800000e+00 1.250645e-06 5.245810e-02
7.900000e+00 1.254082e-06 5.305628e-02
8.000000e+00 1.257732e-06 5.365519e-02
8.100000e+00 1.261924e-06 5.425688e-02
8.200000e+00 1.265985e-06 5.485725e-02
8.300000e+00 1.271420e-06 5.546554e-02
8.400000e+00 1.276861e-06 5.607350e-02
8.500000e+00 1.283146e-06 5.668631e-02
8.600000e+00 1.295081e-06 5.733382e-02
8.700000e+00 1.304406e-06 5.796458e-02
8.800000e+00 1.321558e-06 5.864361e-02
8.900000e+00 1.370211e-06 5.951673e-02
9.000000e+00 1.466038e-06 6.065733e-02
9.100000e+00 2.045085e-06 6.423083e-02
9.200000e+00 3.369684e-05 1.108750e-01
9.300000e+00 1.910230e-06 6.477879e-02
9.400000e+00 1.475169e-06 6.302262e-02
9.500000e+00 1.399659e-06 6.313850e-02
9.600000e+00 1.382947e-06 6.360560e-02
9.700000e+00 1.388833e-06 6.421373e-02
9.800000e+00 1.413856e-06 6.494296e-02
9.900000e+00 1.471973e-06 6.587777e-02
1.000000e+01 1.624208e-06 6.736394e-02
1.010000e+01 2.250920e-06 7.118513e-02
1.020000e+01 1.447278e-05 9.867911e-02
1.030000e+01 3.990879e-06 7.899977e-02
1.040000e+01 1.882794e-06 7.113581e-02
1.050000e+01 1.658411e-06 7.045850e-02
1.060000e+01 2.602806e-06 7.585474e-02
1.070000e+01 1.693164e-06 7.183644e-02
1.080000e+01 1.663952e-06 7.221919e-02
1.090000e+01 1.982855e-06 7.460423e-02
1.100000e+01 4.477621e-06 8.502687e-02
1.110000e+01 1.540644e-05 1.069076e-01
1.120000e+01 2.470645e-06 7.881539e-02
1.130000e+01 1.734576e-06 7.551972e-02
1.140000e+01 1.555016e-06 7.496120e-02
1.150000e+01 1.486594e-06 7.506873e-02
1.160000e+01 1.456350e-06 7.542326e-02
1.170000e+01 1.438731e-06 7.586084e-02
1.180000e+01 1.429114e-06 7.635269e-02
1.190000e+01 1.425017e-06 7.688285e-02
1.200000e+01 1.454540e-06 7.766749e-02
1.210000e+01 1.423267e-06 7.798743e-02
1.220000e+01 1.423564e-06 7.854729e-02
1.230000e+01 1.425404e-06 7.911819e-02
1.240000e+01 1.428191e-06 7.969578e-02
1.250000e+01 1.433016e-06 8.028836e-02
1.260000e+01 1.520161e-06 8.150772e-02
1.270000e+01 1.439652e-06 8.145019e-02
1.280000e+01 1.442255e-06 8.202527e-02
1.290000e+01 1.446254e-06 8.261070e-02
1.300000e+01 1.450699e-06 8.319934e-02
1.310000e+01 1.456802e-06 8.380114e-02
1.320000e+01 1.460458e-06 8.438275e-02
1.330000e+01 1.465855e-06 8.497823e-02
1.340000e+01 1.471835e-06 8.557807e-02
1.350000e+01 1.484087e-06 8.622676e-02
1.360000e+01 1.490583e-06 8.683027e-02
1.370000e+01 1.501030e-06 8.746478e-02
1.380000e+01 1.498056e-06 8.799432e-02
1.390000e+01 1.509548e-06 8.863712e-02
1.400000e+01 1.515337e-06 8.923446e-02
1.410000e+01 1.528405e-06 8.988909e-02
1.420000e+01 1.538307e-06 9.051890e-02
1.430000e+01 1.556117e-06 9.121024e-02
1.440000e+01 1.583294e-06 9.197367e-02
1.450000e+01 1.630955e-06 9.289198e-02
1.460000e+01 1.735521e-06 9.422469e-02
1.470000e+01 2.077272e-06 9.712039e-02
1.480000e+01 5.673791e-06 1.133520e-01
1.490000e+01 1.059044e-05 1.265500e-01
